Ticker,ClosingPrice,OpeningPrice,PriceChange,PercentChange,HourOfLastTrade,Suspicious
ANNV,2,93,91,-97.84946237,14,NO
C42A,8,96,88,-91.66666667,12,NO
ZUZ3,4,55,51,-92.72727273,11,NO
W1A3,0,70,70,-100,9,NO
UUYC,12,11,-1,9.090909091,15,NO
3PMW,0,73,73,-100,10,NO
3HLN,31,15,-16,106.6666667,16,NO
LOL4,18,47,29,-61.70212766,12,NO
XMSH,2,65,63,-96.92307692,17,NO
DBWM,3,14,11,-78.57142857,14,NO
BRC2,0,18,18,-100,14,NO
JWUI,0,3,3,-100,16,NO
V20F,22,53,31,-58.49056604,15,NO
WK0Z,1,42,41,-97.61904762,16,NO
JEKQ,1,0,-1,Infinity,14,NO
UXWV,5,74,69,-93.24324324,15,NO
VLDE,11,0,-11,Infinity,10,NO
FFAU,9,7,-2,28.57142857,11,NO
3I10,4,55,51,-92.72727273,12,NO
XIQY,0,67,67,-100,16,NO
XMSH,0,65,65,-100,16,NO
XX45,8,4,-4,100,14,NO
OKIB,0,59,59,-100,16,NO
HIRY,0,19,19,-100,15,NO
GSWR,6,10,4,-40,17,NO
BEHY,8,98,90,-91.83673469,17,NO
C42A,7,96,89,-92.70833333,12,NO
WTKH,0,99,99,-100,9,NO
ALNY,6,91,85,-93.40659341,10,NO
LZCW,9,92,83,-90.2173913,9,NO
DQTM,6,50,44,-88,11,NO
R4NX,0,30,30,-100,10,NO
BW5P,2,59,57,-96.61016949,13,NO
CU14,0,26,26,-100,15,NO
AHDH,10,7,-3,42.85714286,13,NO
Q3DH,1,92,91,-98.91304348,12,NO
M5BI,3,14,11,-78.57142857,11,NO
0KO1,4,11,7,-63.63636364,14,NO
XIHC,9,71,62,-87.32394366,11,NO
Q3DH,0,92,92,-100,16,NO
B5YG,25,0,-25,Infinity,9,NO
5LCH,13,92,79,-85.86956522,14,NO
REZR,4,69,65,-94.20289855,13,NO
XIQY,0,67,67,-100,10,NO
UXWV,0,74,74,-100,9,NO
3IP1,10,5,-5,100,14,NO
NRRO,11,61,50,-81.96721311,12,NO
11H1,7,94,87,-92.55319149,15,NO
W1A3,4,70,66,-94.28571429,10,NO
11H1,8,94,86,-91.4893617,15,NO
SWDN,8,7,-1,14.28571429,12,NO
UBJP,4,59,55,-93.22033898,15,NO
GZUU,1,45,44,-97.77777778,17,NO
VSJV,2,84,82,-97.61904762,9,NO
LZCW,11,92,81,-88.04347826,15,NO
WTKH,0,99,99,-100,17,NO
VLDE,10,0,-10,Infinity,9,NO
1ZNS,4,24,20,-83.33333333,9,NO
ZUZ3,0,55,55,-100,10,NO
BRC2,2,18,16,-88.88888889,16,NO
YVGA,4,73,69,-94.52054795,12,NO
HKPE,3,0,-3,Infinity,14,NO
DBWM,7,14,7,-50,11,NO
GARC,3,46,43,-93.47826087,13,NO
5T3E,0,34,34,-100,13,NO
21Y5,0,4,4,-100,12,NO
BF0G,13,70,57,-81.42857143,17,NO
1PZ2,9,25,16,-64,15,NO
NRRO,8,61,53,-86.8852459,14,NO
DH5J,1,24,23,-95.83333333,14,NO
GSWR,8,10,2,-20,15,NO
G3XP,0,52,52,-100,13,NO
GHRC,1,82,81,-98.7804878,13,NO
QXY5,4,27,23,-85.18518519,17,NO
0KO1,1,11,10,-90.90909091,16,NO
FFSE,11,56,45,-80.35714286,9,NO
0U0B,18,54,36,-66.66666667,12,NO
WSZR,3,27,24,-88.88888889,16,NO
HKPE,0,0,0,NaN,17,NO
BEHY,9,98,89,-90.81632653,9,NO
CU14,1,26,25,-96.15384615,14,NO
BF0G,9,70,61,-87.14285714,11,NO
3HLN,33,15,-18,120,9,NO
UH1P,0,58,58,-100,16,NO
QXY5,3,27,24,-88.88888889,12,NO
HKPE,4,0,-4,Infinity,15,NO
DBZG,4,14,10,-71.42857143,14,NO
YCRV,6,70,64,-91.42857143,14,NO
2T0Y,12,11,-1,9.090909091,9,NO
3PMW,0,73,73,-100,15,NO
L3AP,11,46,35,-76.08695652,15,NO
CIAW,24,92,68,-73.91304348,10,NO
FX4F,14,56,42,-75,13,NO
VLDE,11,0,-11,Infinity,11,NO
XCCN,1,14,13,-92.85714286,16,NO
H3XQ,7,48,41,-85.41666667,16,NO
JM3Q,0,85,85,-100,17,NO
OHBR,0,77,77,-100,12,NO
3G3Y,7,0,-7,Infinity,13,NO
UYP5,7,2,-5,250,9,NO
J1IP,18,68,50,-73.52941176,15,NO
DBLL,9,98,89,-90.81632653,10,NO
MFHL,4,91,87,-95.6043956,14,NO
ALNY,7,91,84,-92.30769231,15,NO
GSWR,9,10,1,-10,16,NO
WSZR,7,27,20,-74.07407407,14,NO
W1A3,4,70,66,-94.28571429,17,NO
XMSH,1,65,64,-98.46153846,14,NO
JEKQ,2,0,-2,Infinity,17,NO
G3XP,2,52,50,-96.15384615,11,NO
UNU4,0,18,18,-100,11,NO
UYP5,11,2,-9,450,17,NO
AO1H,27,8,-19,237.5,14,NO
LOL4,22,47,25,-53.19148936,14,NO
CIAW,26,92,66,-71.73913043,9,NO
FFAU,8,7,-1,14.28571429,14,NO
3G3Y,4,0,-4,Infinity,14,NO
AXTV,2,6,4,-66.66666667,13,NO
2TRU,0,101,101,-100,15,NO
K2KI,25,12,-13,108.3333333,9,NO
DBWM,11,14,3,-21.42857143,16,NO
OKIB,1,59,58,-98.30508475,12,NO
VZXG,8,3,-5,166.6666667,11,NO
EE0S,1,72,71,-98.61111111,12,NO
NRRO,4,61,57,-93.44262295,12,NO
0AAH,7,49,42,-85.71428571,12,NO
3PMW,0,73,73,-100,10,NO
SUR1,0,27,27,-100,11,NO
NRRO,0,61,61,-100,15,NO
0F2E,3,93,90,-96.77419355,11,NO
NRRO,7,61,54,-88.52459016,13,NO
GHRC,0,82,82,-100,15,NO
XX45,4,4,0,0,12,NO
YCRV,5,70,65,-92.85714286,15,NO
XX45,0,4,4,-100,14,NO
LJU5,5,11,6,-54.54545455,13,NO
XIHC,9,71,62,-87.32394366,12,NO
JWUI,1,3,2,-66.66666667,9,NO
5T3E,4,34,30,-88.23529412,10,NO
3IP1,12,5,-7,140,16,NO
WSZR,11,27,16,-59.25925926,12,NO
0F2E,0,93,93,-100,13,NO
KV5X,0,39,39,-100,10,NO
WTKH,1,99,98,-98.98989899,15,NO
0KO1,1,11,10,-90.90909091,10,NO
GZUU,5,45,40,-88.88888889,15,NO
S0PH,2,9,7,-77.77777778,14,NO
M5BI,7,14,7,-50,9,NO
DQTM,10,50,40,-80,11,NO
SKGG,17,34,17,-50,10,NO
3I10,3,55,52,-94.54545455,17,NO
HKPE,1,0,-1,Infinity,14,NO
YVGA,4,73,69,-94.52054795,14,NO
DBZG,2,14,12,-85.71428571,14,NO
ANNV,0,93,93,-100,17,NO
H3XQ,9,48,39,-81.25,16,NO
FX4F,15,56,41,-73.21428571,17,NO
UBJP,0,59,59,-100,16,NO
UXWV,0,74,74,-100,9,NO
Y0LZ,17,22,5,-22.72727273,13,NO
FFAU,3,7,4,-57.14285714,10,NO
R4NX,2,30,28,-93.33333333,15,NO
0U0B,19,54,35,-64.81481481,14,NO
OHBR,4,77,73,-94.80519481,17,NO
CIAW,22,92,70,-76.08695652,13,NO
K2KI,22,12,-10,83.33333333,14,NO
HIRY,0,19,19,-100,14,NO
UH1P,0,58,58,-100,12,NO
LZCW,11,92,81,-88.04347826,12,NO
UNU4,1,18,17,-94.44444444,10,NO
FFSE,10,56,46,-82.14285714,16,NO
3I10,0,55,55,-100,12,NO
XX45,4,4,0,0,15,NO
FX4F,14,56,42,-75,16,NO
3G3Y,8,0,-8,Infinity,14,NO
HXA2,3,11,8,-72.72727273,17,NO
B5YG,28,0,-28,Infinity,16,NO
GARC,4,46,42,-91.30434783,17,NO
MFHL,1,91,90,-98.9010989,10,NO
4U0Z,0,51,51,-100,10,NO
WK0Z,0,42,42,-100,12,NO
XIQY,2,67,65,-97.01492537,13,NO
1ROG,0,80,80,-100,11,NO
AHDH,5,7,2,-28.57142857,13,NO
21FQ,16,42,26,-61.9047619,9,NO
VLDE,12,0,-12,Infinity,13,NO
UUYC,14,11,-3,27.27272727,11,NO
YVGA,2,73,71,-97.26027397,14,NO
QXY5,5,27,22,-81.48148148,9,NO
DH5J,2,24,22,-91.66666667,15,NO
JQTM,16,60,44,-73.33333333,17,NO
5T3E,6,34,28,-82.35294118,16,NO
C42A,6,96,90,-93.75,15,NO
V20F,19,53,34,-64.1509434,10,NO
5LCH,11,92,81,-88.04347826,11,NO
21Y5,2,4,2,-50,14,NO
1ZNS,2,24,22,-91.66666667,13,NO
11H1,4,94,90,-95.74468085,17,NO
OHBR,3,77,74,-96.1038961,14,NO
UZBV,2,4,2,-50,9,NO
21Y5,4,4,0,0,11,NO
XUDH,12,14,2,-14.28571429,9,NO
KV5X,0,39,39,-100,14,NO
JEKQ,3,0,-3,Infinity,17,NO
GHRC,0,82,82,-100,13,NO
FFAU,2,7,5,-71.42857143,15,NO
UYP5,10,2,-8,400,17,NO
DBLL,4,98,94,-95.91836735,11,NO
VSJV,1,84,83,-98.80952381,17,NO
GZUU,3,45,42,-93.33333333,14,NO
BW5P,0,59,59,-100,17,NO
REZR,0,69,69,-100,9,NO
V20F,14,53,39,-73.58490566,13,NO
BEHY,7,98,91,-92.85714286,13,NO
L3AP,14,46,32,-69.56521739,17,NO
Q3DH,3,92,89,-96.73913043,13,NO
B5YG,28,0,-28,Infinity,16,NO
WTKH,0,99,99,-100,14,NO
CU14,5,26,21,-80.76923077,15,NO
R4NX,0,30,30,-100,13,NO
XIQY,2,67,65,-97.01492537,17,NO
LOL4,17,47,30,-63.82978723,11,NO
2TRU,1,101,100,-99.00990099,16,NO
WTKH,0,99,99,-100,17,NO
ZUZ3,3,55,52,-94.54545455,9,NO
5LCH,13,92,79,-85.86956522,13,NO
4U0Z,2,51,49,-96.07843137,12,NO
DBWM,7,14,7,-50,13,NO
SKGG,18,34,16,-47.05882353,15,NO
GZUU,1,45,44,-97.77777778,9,NO
NRRO,0,61,61,-100,12,NO
GSWR,12,10,-2,20,13,NO
2T0Y,14,11,-3,27.27272727,17,NO
Y0LZ,20,22,2,-9.090909091,9,NO
SWDN,14,7,-7,100,9,NO
BRC2,5,18,13,-72.22222222,17,NO
1PZ2,7,25,18,-72,15,NO
1ROG,2,80,78,-97.5,17,NO
Y0LZ,19,22,3,-13.63636364,14,NO
YCRV,9,70,61,-87.14285714,10,NO
XIQY,0,67,67,-100,17,NO
J1IP,18,68,50,-73.52941176,11,NO
JEKQ,7,0,-7,Infinity,16,NO
DBLL,6,98,92,-93.87755102,10,NO
UH1P,0,58,58,-100,16,NO
G3XP,0,52,52,-100,9,NO
XX45,7,4,-3,75,16,NO
LJU5,4,11,7,-63.63636364,13,NO
BF0G,9,70,61,-87.14285714,15,NO
3HLN,30,15,-15,100,10,NO
XCCN,3,14,11,-78.57142857,14,NO
1PZ2,10,25,15,-60,16,NO
XMSH,5,65,60,-92.30769231,12,NO
XCCN,0,14,14,-100,12,NO
AO1H,25,8,-17,212.5,11,NO
3IP1,15,5,-10,200,11,NO
UH1P,0,58,58,-100,9,NO
21Y5,2,4,2,-50,9,NO
ALNY,2,91,89,-97.8021978,13,NO
0F2E,0,93,93,-100,9,NO
DBLL,3,98,95,-96.93877551,10,NO
JM3Q,0,85,85,-100,12,NO
HIRY,3,19,16,-84.21052632,16,NO
W1A3,0,70,70,-100,17,NO
SWDN,11,7,-4,57.14285714,12,NO
0AAH,6,49,43,-87.75510204,12,NO
UH1P,0,58,58,-100,14,NO
21FQ,12,42,30,-71.42857143,13,NO
XMSH,1,65,64,-98.46153846,17,NO
OHBR,6,77,71,-92.20779221,11,NO
3PMW,0,73,73,-100,16,NO
0AAH,7,49,42,-85.71428571,13,NO
JQTM,14,60,46,-76.66666667,12,NO
0KO1,4,11,7,-63.63636364,10,NO
OHBR,7,77,70,-90.90909091,14,NO
GSWR,12,10,-2,20,9,NO
LOL4,19,47,28,-59.57446809,12,NO
LOL4,18,47,29,-61.70212766,17,NO
LOL4,19,47,28,-59.57446809,14,NO
AXTV,4,6,2,-33.33333333,17,NO
UXWV,4,74,70,-94.59459459,10,NO
5LCH,16,92,76,-82.60869565,13,NO
M5BI,8,14,6,-42.85714286,10,NO
EE0S,0,72,72,-100,12,NO
SWDN,9,7,-2,28.57142857,15,NO
Q3DH,5,92,87,-94.56521739,14,NO
GHRC,0,82,82,-100,9,NO
ANNV,2,93,91,-97.84946237,14,NO
DH5J,0,24,24,-100,12,NO
XIHC,5,71,66,-92.95774648,9,NO
VZXG,9,3,-6,200,13,NO
WSZR,6,27,21,-77.77777778,9,NO
XMSH,1,65,64,-98.46153846,12,NO
AHDH,8,7,-1,14.28571429,10,NO
0AAH,6,49,43,-87.75510204,10,NO
GARC,5,46,41,-89.13043478,16,NO
SWDN,9,7,-2,28.57142857,11,NO
BF0G,5,70,65,-92.85714286,16,NO
OKIB,0,59,59,-100,9,NO
11H1,2,94,92,-97.87234043,11,NO
VLDE,14,0,-14,Infinity,12,NO
DBLL,5,98,93,-94.89795918,16,NO
YVGA,0,73,73,-100,14,NO
WTKH,0,99,99,-100,13,NO
JWUI,3,3,0,0,9,NO
5LCH,20,92,72,-78.26086957,17,NO
5LCH,22,92,70,-76.08695652,17,NO
UZBV,1,4,3,-75,16,NO
K2KI,22,12,-10,83.33333333,11,NO
L3AP,14,46,32,-69.56521739,17,NO
WK0Z,2,42,40,-95.23809524,15,NO
REZR,0,69,69,-100,15,NO
HKPE,0,0,0,NaN,16,NO
UXWV,1,74,73,-98.64864865,14,NO
1ZNS,2,24,22,-91.66666667,11,NO
B5YG,28,0,-28,Infinity,16,NO
11H1,6,94,88,-93.61702128,17,NO
BW5P,0,59,59,-100,9,NO
2T0Y,16,11,-5,45.45454545,15,NO
H3XQ,7,48,41,-85.41666667,16,NO
DQTM,14,50,36,-72,11,NO
LZCW,15,92,77,-83.69565217,17,NO
3IP1,15,5,-10,200,14,NO
UUYC,13,11,-2,18.18181818,10,NO
S0PH,6,9,3,-33.33333333,14,NO
FFAU,2,7,5,-71.42857143,17,NO
XUDH,14,14,0,0,13,NO
3I10,0,55,55,-100,14,NO
FFSE,9,56,47,-83.92857143,17,NO
FFAU,0,7,7,-100,13,NO
SUR1,2,27,25,-92.59259259,14,NO
DBZG,5,14,9,-64.28571429,13,NO
UXWV,0,74,74,-100,14,NO
UUYC,11,11,0,0,11,NO
B5YG,32,0,-32,Infinity,11,NO
GSWR,14,10,-4,40,16,NO
ALNY,0,91,91,-100,15,NO
5T3E,5,34,29,-85.29411765,13,NO
KV5X,4,39,35,-89.74358974,15,NO
HXA2,4,11,7,-63.63636364,17,NO
JEKQ,2,0,-2,Infinity,15,NO
CU14,13,26,13,-50,17,NO
OHBR,10,77,67,-87.01298701,17,NO
4U0Z,4,51,47,-92.15686275,10,NO
CU14,9,26,17,-65.38461538,9,NO
G3XP,0,52,52,-100,15,NO
DBWM,3,14,11,-78.57142857,9,NO
3G3Y,10,0,-10,Infinity,9,NO
UUYC,15,11,-4,36.36363636,17,NO
XUDH,16,14,-2,14.28571429,11,NO
0F2E,0,93,93,-100,14,NO
UYP5,9,2,-7,350,9,NO
VSJV,0,84,84,-100,9,NO
R4NX,3,30,27,-90,9,NO
UNU4,0,18,18,-100,11,NO
BEHY,10,98,88,-89.79591837,14,NO
1ROG,6,80,74,-92.5,17,NO
WSZR,3,27,24,-88.88888889,16,NO
0U0B,23,54,31,-57.40740741,13,NO
BEHY,6,98,92,-93.87755102,14,NO
CIAW,23,92,69,-75,11,NO
LZCW,18,92,74,-80.43478261,10,NO
QXY5,1,27,26,-96.2962963,15,NO
OHBR,7,77,70,-90.90909091,12,NO
21Y5,1,4,3,-75,16,NO
21FQ,9,42,33,-78.57142857,17,NO
GSWR,4,10,6,-60,11,NO
W1A3,0,70,70,-100,10,NO
MFHL,0,91,91,-100,10,NO
JEKQ,0,0,0,NaN,9,NO
W1A3,0,70,70,-100,15,NO
ZUZ3,0,55,55,-100,17,NO
FX4F,11,56,45,-80.35714286,11,NO
UBJP,2,59,57,-96.61016949,13,NO
0KO1,7,11,4,-36.36363636,13,NO
BF0G,9,70,61,-87.14285714,9,NO
GARC,9,46,37,-80.43478261,15,NO
LOL4,17,47,30,-63.82978723,14,NO
11H1,6,94,88,-93.61702128,12,NO
BF0G,7,70,63,-90,13,NO
YCRV,9,70,61,-87.14285714,16,NO
C42A,7,96,89,-92.70833333,13,NO
Y0LZ,23,22,-1,4.545454545,13,NO
QXY5,2,27,25,-92.59259259,15,NO
AO1H,23,8,-15,187.5,16,NO
VZXG,8,3,-5,166.6666667,15,NO
UNU4,0,18,18,-100,10,NO
BW5P,0,59,59,-100,10,NO
GSWR,9,10,1,-10,12,NO
OKIB,0,59,59,-100,10,NO
3PMW,0,73,73,-100,12,NO
BRC2,1,18,17,-94.44444444,15,NO
3PMW,0,73,73,-100,12,NO
CIAW,21,92,71,-77.17391304,13,NO
0AAH,6,49,43,-87.75510204,16,NO
4U0Z,6,51,45,-88.23529412,16,NO
5LCH,17,92,75,-81.52173913,11,NO
3HLN,26,15,-11,73.33333333,14,NO
3PMW,0,73,73,-100,17,NO
VLDE,13,0,-13,Infinity,9,NO
EE0S,0,72,72,-100,16,NO
5LCH,21,92,71,-77.17391304,16,NO
HIRY,1,19,18,-94.73684211,10,NO
ZUZ3,0,55,55,-100,12,NO
3HLN,29,15,-14,93.33333333,17,NO
J1IP,17,68,51,-75,10,NO
SKGG,13,34,21,-61.76470588,11,NO
V20F,9,53,44,-83.01886792,10,NO
11H1,5,94,89,-94.68085106,17,NO
WK0Z,0,42,42,-100,15,NO
DBWM,0,14,14,-100,11,NO
ZUZ3,1,55,54,-98.18181818,12,NO
DH5J,0,24,24,-100,10,NO
M5BI,10,14,4,-28.57142857,17,NO
1ROG,3,80,77,-96.25,11,NO
1PZ2,3,25,22,-88,13,NO
GHRC,0,82,82,-100,13,NO
2TRU,3,101,98,-97.02970297,10,NO
NRRO,2,61,59,-96.72131148,13,NO
VSJV,3,84,81,-96.42857143,17,NO
JM3Q,0,85,85,-100,13,NO
XIQY,3,67,64,-95.52238806,14,NO
C42A,10,96,86,-89.58333333,9,NO
BF0G,3,70,67,-95.71428571,11,NO
3G3Y,6,0,-6,Infinity,17,NO
XCCN,6,14,8,-57.14285714,15,NO
CIAW,21,92,71,-77.17391304,16,NO
GZUU,3,45,42,-93.33333333,16,NO
XUDH,15,14,-1,7.142857143,10,NO
VLDE,11,0,-11,Infinity,17,NO
0F2E,0,93,93,-100,17,NO
GZUU,1,45,44,-97.77777778,10,NO
K2KI,23,12,-11,91.66666667,15,NO
FFSE,12,56,44,-78.57142857,17,NO
VSJV,0,84,84,-100,12,NO
DBZG,4,14,10,-71.42857143,10,NO
XX45,5,4,-1,25,12,NO
CIAW,24,92,68,-73.91304348,15,NO
XMSH,0,65,65,-100,16,NO
1PZ2,3,25,22,-88,13,NO
UZBV,2,4,2,-50,10,NO
BF0G,3,70,67,-95.71428571,12,NO
YVGA,0,73,73,-100,16,NO
M5BI,7,14,7,-50,9,NO
0AAH,3,49,46,-93.87755102,13,NO
EE0S,0,72,72,-100,14,NO
AXTV,3,6,3,-50,15,NO
3HLN,24,15,-9,60,11,NO
SWDN,11,7,-4,57.14285714,13,NO
JQTM,18,60,42,-70,17,NO
NRRO,1,61,60,-98.36065574,16,NO
UYP5,8,2,-6,300,14,NO
XIQY,0,67,67,-100,14,NO
EE0S,0,72,72,-100,10,NO
S0PH,8,9,1,-11.11111111,14,NO
FX4F,7,56,49,-87.5,9,NO
LJU5,6,11,5,-45.45454545,16,NO
H3XQ,10,48,38,-79.16666667,10,NO
HKPE,0,0,0,NaN,17,NO
XX45,3,4,1,-25,15,NO
WSZR,3,27,24,-88.88888889,11,NO
Q3DH,1,92,91,-98.91304348,11,NO
AHDH,10,7,-3,42.85714286,11,NO
VLDE,10,0,-10,Infinity,12,NO
CIAW,17,92,75,-81.52173913,10,NO
0KO1,10,11,1,-9.090909091,12,NO
DBLL,9,98,89,-90.81632653,9,NO
CU14,17,26,9,-34.61538462,13,NO
H3XQ,9,48,39,-81.25,14,NO
0KO1,8,11,3,-27.27272727,15,NO
UH1P,4,58,54,-93.10344828,17,NO
FFAU,0,7,7,-100,15,NO
5LCH,17,92,75,-81.52173913,10,NO
L3AP,16,46,30,-65.2173913,16,NO
LOL4,15,47,32,-68.08510638,12,NO
NRRO,1,61,60,-98.36065574,10,NO
0U0B,26,54,28,-51.85185185,9,NO
XIHC,6,71,65,-91.54929577,10,NO
4U0Z,9,51,42,-82.35294118,17,NO
GZUU,1,45,44,-97.77777778,13,NO
K2KI,20,12,-8,66.66666667,9,NO
YVGA,3,73,70,-95.89041096,14,NO
ANNV,3,93,90,-96.77419355,17,NO
KV5X,7,39,32,-82.05128205,16,NO
DQTM,10,50,40,-80,10,NO
SUR1,6,27,21,-77.77777778,15,NO
YVGA,0,73,73,-100,13,NO
REZR,4,69,65,-94.20289855,16,NO
ZUZ3,1,55,54,-98.18181818,9,NO
XX45,0,4,4,-100,16,NO
AO1H,20,8,-12,150,11,NO
3G3Y,7,0,-7,Infinity,13,NO
MFHL,1,91,90,-98.9010989,13,NO
0U0B,28,54,26,-48.14814815,9,NO
3I10,0,55,55,-100,15,NO
DQTM,10,50,40,-80,11,NO
3IP1,12,5,-7,140,9,NO
Q3DH,0,92,92,-100,10,NO
1ZNS,0,24,24,-100,10,NO
HKPE,1,0,-1,Infinity,16,NO
5T3E,5,34,29,-85.29411765,11,NO
3G3Y,11,0,-11,Infinity,14,NO
UUYC,17,11,-6,54.54545455,16,NO
VZXG,10,3,-7,233.3333333,16,NO
BEHY,6,98,92,-93.87755102,15,NO
ANNV,2,93,91,-97.84946237,11,NO
JWUI,1,3,2,-66.66666667,9,NO
B5YG,33,0,-33,Infinity,16,NO
0U0B,29,54,25,-46.2962963,16,NO
GARC,10,46,36,-78.26086957,16,NO
DBWM,1,14,13,-92.85714286,15,NO
XIHC,5,71,66,-92.95774648,16,NO
2TRU,0,101,101,-100,16,NO
DH5J,4,24,20,-83.33333333,13,NO
HXA2,7,11,4,-36.36363636,16,NO
OHBR,3,77,74,-96.1038961,17,NO
UXWV,1,74,73,-98.64864865,11,NO
UZBV,1,4,3,-75,15,NO
GSWR,6,10,4,-40,12,NO
JM3Q,0,85,85,-100,14,NO
XMSH,4,65,61,-93.84615385,12,NO
3G3Y,6,0,-6,Infinity,14,NO
UNU4,3,18,15,-83.33333333,16,NO
CIAW,15,92,77,-83.69565217,16,NO
DH5J,0,24,24,-100,9,NO
ALNY,0,91,91,-100,17,NO
C42A,8,96,88,-91.66666667,11,NO
XIHC,3,71,68,-95.77464789,12,NO
J1IP,18,68,50,-73.52941176,16,NO
AO1H,20,8,-12,150,17,NO
0AAH,0,49,49,-100,16,NO
WTKH,0,99,99,-100,11,NO
21Y5,0,4,4,-100,13,NO
DBZG,5,14,9,-64.28571429,11,NO
BRC2,0,18,18,-100,11,NO
SWDN,8,7,-1,14.28571429,15,NO
JQTM,19,60,41,-68.33333333,16,NO
Y0LZ,25,22,-3,13.63636364,15,NO
FFSE,9,56,47,-83.92857143,17,NO
2T0Y,13,11,-2,18.18181818,10,NO
UUYC,16,11,-5,45.45454545,13,NO
1ROG,6,80,74,-92.5,15,NO
G3XP,3,52,49,-94.23076923,9,NO
H3XQ,13,48,35,-72.91666667,10,NO
VSJV,1,84,83,-98.80952381,13,NO
M5BI,5,14,9,-64.28571429,11,NO
HXA2,9,11,2,-18.18181818,13,NO
GSWR,5,10,5,-50,17,NO
JM3Q,2,85,83,-97.64705882,12,NO
W1A3,3,70,67,-95.71428571,13,NO
R4NX,0,30,30,-100,14,NO
GHRC,0,82,82,-100,9,NO
LZCW,21,92,71,-77.17391304,9,NO
SKGG,15,34,19,-55.88235294,9,NO
QXY5,4,27,23,-85.18518519,11,NO
XUDH,15,14,-1,7.142857143,10,NO
GHRC,0,82,82,-100,9,NO
SKGG,19,34,15,-44.11764706,10,NO
WK0Z,2,42,40,-95.23809524,11,NO
3PMW,0,73,73,-100,13,NO
REZR,5,69,64,-92.75362319,12,NO
5LCH,18,92,74,-80.43478261,16,NO
JEKQ,0,0,0,NaN,14,NO
HIRY,1,19,18,-94.73684211,10,NO
VZXG,14,3,-11,366.6666667,12,NO
UBJP,0,59,59,-100,11,NO
5LCH,21,92,71,-77.17391304,11,NO
KV5X,10,39,29,-74.35897436,15,NO
GZUU,1,45,44,-97.77777778,12,NO
VZXG,15,3,-12,400,14,NO
11H1,5,94,89,-94.68085106,10,NO
21Y5,0,4,4,-100,11,NO
3I10,2,55,53,-96.36363636,16,NO
HKPE,1,0,-1,Infinity,15,NO
1PZ2,0,25,25,-100,11,NO
OHBR,0,77,77,-100,15,NO
21FQ,5,42,37,-88.0952381,16,NO
YCRV,7,70,63,-90,12,NO
BW5P,3,59,56,-94.91525424,10,NO
YCRV,10,70,60,-85.71428571,11,NO
GZUU,0,45,45,-100,10,NO
UYP5,11,2,-9,450,10,NO
V20F,4,53,49,-92.45283019,15,NO
OKIB,3,59,56,-94.91525424,12,NO
Q3DH,0,92,92,-100,16,NO
JM3Q,6,85,79,-92.94117647,13,NO
CU14,13,26,13,-50,13,NO
AXTV,4,6,2,-33.33333333,14,NO
UBJP,0,59,59,-100,17,NO
SWDN,8,7,-1,14.28571429,15,NO
SUR1,6,27,21,-77.77777778,11,NO
UH1P,2,58,56,-96.55172414,13,NO
MFHL,0,91,91,-100,13,NO
XCCN,10,14,4,-28.57142857,14,NO
VLDE,7,0,-7,Infinity,16,NO
BF0G,3,70,67,-95.71428571,12,NO
SUR1,3,27,24,-88.88888889,13,NO
21Y5,3,4,1,-25,15,NO
L3AP,18,46,28,-60.86956522,10,NO
WSZR,1,27,26,-96.2962963,15,NO
5T3E,5,34,29,-85.29411765,10,NO
UBJP,1,59,58,-98.30508475,10,NO
REZR,2,69,67,-97.10144928,13,NO
HXA2,8,11,3,-27.27272727,11,NO
FX4F,10,56,46,-82.14285714,12,NO
XIQY,0,67,67,-100,9,NO
GZUU,4,45,41,-91.11111111,10,NO
ZUZ3,2,55,53,-96.36363636,15,NO
FFSE,8,56,48,-85.71428571,11,NO
3HLN,28,15,-13,86.66666667,15,NO
JEKQ,0,0,0,NaN,14,NO
J1IP,16,68,52,-76.47058824,9,NO
WTKH,1,99,98,-98.98989899,11,NO
HIRY,1,19,18,-94.73684211,9,NO
HXA2,10,11,1,-9.090909091,14,NO
UZBV,4,4,0,0,13,NO
21FQ,6,42,36,-85.71428571,9,NO
LOL4,17,47,30,-63.82978723,9,NO
FFAU,1,7,6,-85.71428571,17,NO
JWUI,0,3,3,-100,14,NO
3IP1,7,5,-2,40,16,NO
0F2E,0,93,93,-100,17,NO
DH5J,1,24,23,-95.83333333,11,NO
UXWV,1,74,73,-98.64864865,16,NO
2TRU,2,101,99,-98.01980198,12,NO
0F2E,3,93,90,-96.77419355,16,NO
BEHY,1,98,97,-98.97959184,15,NO
Q3DH,1,92,91,-98.91304348,16,NO
GZUU,4,45,41,-91.11111111,11,NO
JQTM,15,60,45,-75,11,NO
W1A3,0,70,70,-100,15,NO
S0PH,9,9,0,0,13,NO
SKGG,16,34,18,-52.94117647,15,NO
FX4F,12,56,44,-78.57142857,16,NO
3G3Y,10,0,-10,Infinity,17,NO
K2KI,16,12,-4,33.33333333,12,NO
YVGA,7,73,66,-90.4109589,10,NO
CIAW,13,92,79,-85.86956522,17,NO
DBLL,12,98,86,-87.75510204,17,NO
EE0S,0,72,72,-100,13,NO
UNU4,0,18,18,-100,13,NO
HKPE,2,0,-2,Infinity,10,NO
NRRO,2,61,59,-96.72131148,10,NO
EE0S,0,72,72,-100,14,NO
1ROG,7,80,73,-91.25,10,NO
